text,language
ngabngab,cebuano
manggagawang por piraso,tagalog
aguyangyang,cebuano
baruin,tagalog
kawat pagtan-aw,cebuano
ubos sa matang,cebuano
tighanbug,cebuano
bukgay,cebuano
cellar,ilocano
meddle,ilocano
pagsabit,cebuano
unsiyami,tagalog
dinhi,cebuano
hingaón,hiligaynon
pakahapitin,tagalog
hagis,cebuano
sagísag,cebuano
imoral,tagalog
kúna,cebuano
malinis,cebuano
hanas,cebuano
matuod,cebuano
kalaykay,cebuano
magpanibago,tagalog
malimbasugon,cebuano
pagpatalastasan,tagalog
aberia,tagalog
panumbaling,cebuano
pili,cebuano
pumalag,tagalog
nabatiran,cebuano
uka,tagalog
panregla,tagalog
resort,ilocano
kawanggawa,tagalog
makaisip,tagalog
pelikula,cebuano
pagkabighani,tagalog
may-sumpong,tagalog
tahol,tagalog
magkasugat-sugat,tagalog
nagtaghoy,cebuano
pampasahe,tagalog
maayo kaayo,cebuano
drum,ilocano
mawo,tagalog
likido,cebuano
dumamba,tagalog
kalisang,cebuano
bukál,hiligaynon
kása,cebuano
lumbay,tagalog
mangarinyo,tagalog
pukto,tagalog
sukát-súkat,hiligaynon
mahiku,cebuano
isabote,tagalog
sugapa,tagalog
padala,tagalog
magkakaugnay,tagalog
tahip,tagalog
limbúyuk,cebuano
lumala,tagalog
mamumuno,cebuano
barberiya,tagalog
gag,tagalog
gitgitan,tagalog
parehong laro,tagalog
kalantugin,tagalog
makaligo,tagalog
bardádu,cebuano
katulong,tagalog
daurà,cebuano
bidyù,cebuano
masulob-on,cebuano
amagin,tagalog
kahanagan,tagalog
talurami,tagalog
sipon,cebuano
salungkit,tagalog
kuríput,cebuano
rigla,cebuano
weld,ilocano
dungù,cebuano
maghinuko,tagalog
paggupiling,tagalog
palabas na isig,tagalog
pastry,ilocano
kaskabel,tagalog
pambayok,tagalog
magmadali,tagalog
ipara,tagalog
gulpi,cebuano
magiting,tagalog
hintuturo,tagalog
tiyaga,tagalog
madulas,tagalog
sanog,tagalog
kilwa,tagalog
girnalda,cebuano
sulat-kamay,cebuano
sagayad,tagalog
kara-krus,tagalog
mag-amusal,tagalog
pasamanos,cebuano
hangganan,tagalog
parinlas,tagalog
itudlo,cebuano
mga damit,cebuano
pambakuna,tagalog
isig-isig,cebuano
regadero,tagalog
pagmatikod,cebuano
pluck,ilocano
makapalisang,cebuano
káling,cebuano
salingkápaw,cebuano
sindalan,cebuano
hapín,hiligaynon
tábun,cebuano
tube,ilocano
trisuríra,cebuano
tuga,cebuano
bulong,cebuano
paralisado,cebuano
debosyones,tagalog
dahil,cebuano
pait,tagalog
praktis,cebuano
magbasar,tagalog
ising-ising,cebuano
hakwat,cebuano
madilat,tagalog
saubat,tagalog
sipsipin,tagalog
tibagnul,cebuano
pinhuldir,cebuano
tidlung,cebuano
ipahimutang,cebuano
tingáli,cebuano
pagpuyo,cebuano
pugong,cebuano
konsiyerto,tagalog
primeval,ilocano
petitioner,ilocano
kaug,cebuano
kapangyarihan,tagalog
till,ilocano
beginner,ilocano
paghagak,tagalog
tono,cebuano
úgay,hiligaynon
bitas,cebuano
"húyung, huyunghúyung",cebuano
kumaykay,tagalog
lúbus,cebuano
anhi,cebuano
lirit,tagalog
madula-dulaon,cebuano
sinungaling,tagalog
lantúgì,cebuano
magtroso,tagalog
dala sa pagkatawo,cebuano
magpaiskape,tagalog
tunog,cebuano
nilambal,tagalog
makinang panahi,tagalog
hura,tagalog
lakat,cebuano
magtugma-tugma,tagalog
nalugod,tagalog
alawíhaw,cebuano
malma,tagalog
panlahi,tagalog
lihisan,tagalog
panaghuot,cebuano
banting,cebuano
kinatutuwaang gawain,tagalog
tupus,cebuano
pangyuta,cebuano
upos,cebuano
magabok,tagalog
sám-ang,hiligaynon
pagtimbre,cebuano
matulon-anong pamumulong,cebuano
tadluy,cebuano
abubhoan,cebuano
kaangan,tagalog
merkader,tagalog
spin,ilocano
kagana,cebuano
hikit,tagalog
kumbertihin,tagalog
lutak,cebuano
karawalan,tagalog
suman,tagalog
mahina ang isip,tagalog
di-naano,tagalog
swákì,cebuano
luminaryo,tagalog
unyur,cebuano
riklámu,cebuano
líd,cebuano
gága,hiligaynon
gomón,hiligaynon
bulúng,hiligaynon
binbin,tagalog
tambug,cebuano
wax,ilocano
chaperon,tagalog
purok,cebuano
tiknuludyi,cebuano
liptung,cebuano
sulsul,cebuano
sirináta,cebuano
tinabangay,cebuano
mabangis na hayop,tagalog
may sayup,cebuano
sungkod,cebuano
sabúd,hiligaynon
kampanya,cebuano
napakamadetalye,tagalog
magahing paglitok,cebuano
bakak,cebuano
nobenta,cebuano
humayan,cebuano
mikrolito,tagalog
daghan,cebuano
pa,cebuano
polinomyal,tagalog
dunot,cebuano
lapnit,tagalog
kartel,tagalog
magpala,tagalog
hilak,cebuano
paghagak,tagalog
sayásat,hiligaynon
sesante,tagalog
panghapunan,tagalog
sambag,cebuano
lalabhin,tagalog
trapiku,cebuano
Tingga,tagalog
pagkapagbagay,tagalog
pagkaylap,cebuano
géra,hiligaynon
mahumok,cebuano
pagsignit,cebuano
ugat,cebuano
pag-asam,tagalog
maglilok,tagalog
porsiyento,cebuano
pagsunud-sunurin,tagalog
indikasyon,tagalog
danay,cebuano
pagsunop,cebuano
hukabhukab,cebuano
ipuipo,tagalog
kinasapitan,tagalog
bras,cebuano
magbaon,tagalog
makabunot,tagalog
drastik,tagalog
hangtod anus-a,cebuano
ruéda,hiligaynon
tandi,cebuano
marka,tagalog
solemn,ilocano
kahanginan,cebuano
pagmulan,tagalog
pagtan-aw,cebuano
kusturero,tagalog
lingkawas,cebuano
bangkrap,cebuano
misilang,cebuano
pamilihan,tagalog
iugoy,tagalog
bangaw,cebuano
kanaryo,tagalog
batid,tagalog
kumalantog paka,cebuano
latak,tagalog
komunikasyon,cebuano
sambug,cebuano
malastiga,tagalog
isiisi,cebuano
pilikpilik,cebuano
pagkagutom,tagalog
tarheta,tagalog
buung-buo,tagalog
clothe,ilocano
ilustrada,tagalog
obra-maestra,tagalog
íkag,cebuano
mismo,cebuano
Olandes,tagalog
wala'y seguro,cebuano
pigtal,tagalog
adhika,tagalog
landiganan,cebuano
pambaso,tagalog
tig-atiman sa suwit sa dagitab,cebuano
esterlina,tagalog
limus,cebuano
bugnot,tagalog
maragsang hangin,tagalog
aspaltu,cebuano
pasukubin,tagalog
credit,ilocano
amang-amang,cebuano
amihan,tagalog
ablihi,cebuano
punyal,tagalog
tumibag,tagalog
palpal,cebuano
firebrand,ilocano
lúpis,cebuano
ulapot,tagalog
mapag-alang-alang,tagalog
salámat,hiligaynon
kutsukutsu,cebuano
mock,ilocano
gawas,cebuano
balángon,hiligaynon
magdistila,tagalog
karahasan,tagalog
oxytone,ilocano
katatag,tagalog
paikot,tagalog
húlip,hiligaynon
kabayong baye,cebuano
kuldun,cebuano
makipagsapakatan,tagalog
sumosugot,cebuano
malalinan,tagalog
kurog,cebuano
karat,tagalog
gumi,tagalog
iyakan,tagalog
gayon,tagalog
nga naglutaw,cebuano
ikabaligya,cebuano
apo,cebuano
pagkabuhi,cebuano
mahimsog,cebuano
panatismu,cebuano
tirdrap,cebuano
hul-ap,cebuano
pagpatuga,cebuano
lyágay,cebuano
"suyô, suyó",hiligaynon
epitome,tagalog
rami,cebuano
gown,ilocano
tsaríra,cebuano
pambata,tagalog
tribuson,tagalog
hilas,cebuano
hi-an(→),cebuano
dumbusan,tagalog
mama,cebuano
talurang,tagalog
gayat-gayat,tagalog
rumpi,cebuano
nakabayubay,tagalog
simbahang daku,cebuano
laro,tagalog
ulahi,cebuano
dais,tagalog
pagkaipon,tagalog
dili dutlag tubig,cebuano
diit,tagalog
lub-ang,cebuano
kabud,cebuano
magpakalibang,tagalog
sā́g,cebuano
salangásag,cebuano
magpaseguro,tagalog
talampakin,tagalog
balita,cebuano
burnir,cebuano
bumomba,tagalog
mambibigkas,tagalog
gumaod,tagalog
nihit,cebuano
pagkanaog,cebuano
pintul,cebuano
tigpaminaw,cebuano
biay-biay,cebuano
súhul,cebuano
písu,cebuano
sibatin,tagalog
pagdapit,cebuano
imat,cebuano
itawag,tagalog
grawundid,cebuano
become,ilocano
gamay nga kahon kun bag nga sudlanan sa kahimanan o galamiton,cebuano
pagtahod,cebuano
mimyugrap,cebuano
hill,ilocano
salagma,cebuano
delegasyon,tagalog
"bistída, bistídu",cebuano
pag-anyaya,tagalog
laot,tagalog
makataranta,tagalog
batul,cebuano
mas luyat,cebuano
enamelahan,tagalog
hapis,tagalog
pamilyar,tagalog
magpasinga,tagalog
moras,tagalog
balairid,tagalog
tagasan,tagalog
wíb,cebuano
tukbù,cebuano
sikwáti,cebuano
magdulot,tagalog
pagpatawa,cebuano
agamahan,tagalog
traitorous,ilocano
damdamin,tagalog
panibulos,tagalog
kapakanan,tagalog
duwahug,cebuano
kakuyaw,cebuano
mapurol,tagalog
pamarog,cebuano
ripliktur,cebuano
sanga ng sungay,tagalog
pagkusnot,cebuano
ka-an (←),cebuano
bulobulo,cebuano
kúpus,cebuano
tonto,cebuano
pagluwan,cebuano
katapusan ng mundo,tagalog
frank,ilocano
lumingkis,tagalog
panglipong,cebuano
tuig,cebuano
tukabtukab,cebuano
simyat,cebuano
cure,ilocano
kaanib,cebuano
tumingala,tagalog
apisyon,tagalog
pasiuna nga pamulong,cebuano
kuray,cebuano
pipila,cebuano
luay,tagalog
makaluluoy,cebuano
kapulut,cebuano
tagalúla,cebuano
gamhanan,cebuano
umakbay,tagalog
saynete,tagalog
janitor,ilocano
di-ganap,tagalog
Nitrohen,tagalog
lumber,ilocano
bunáyus,cebuano
pagdutdotay,cebuano
ruler,tagalog
umagnas,tagalog
paltikin,tagalog
mamuntot,tagalog
makapinlak,tagalog
sikmurain,tagalog
ngasab,tagalog
ganahan,cebuano
dili lupigan,cebuano
dalahira,tagalog
gabi't-araw,tagalog
sídra,hiligaynon
men-sahe,cebuano
sangkung,cebuano
sisariyan,cebuano
tsalet,tagalog
ihandog,tagalog
banggud,cebuano
kon dili,cebuano
damit pangkasal,tagalog
biáy-bíay,hiligaynon
kakontra,tagalog
bulubod,tagalog
lie,ilocano
estima,tagalog
maugong,tagalog
wala'y kalibutan,cebuano
magpikit,tagalog
hampak,cebuano
gunting,cebuano
thus,ilocano
kawang,cebuano
talasan,tagalog
pamumunang mapanira,tagalog
siminaryu,cebuano
manunugtog sa organo,cebuano
rupeke,tagalog
siyopaw,tagalog
ikatawa,tagalog
pagkadaiti,tagalog
wanglô-wánglò,hiligaynon
"tariya, taríya",cebuano
ihimatong,tagalog
balahibo,cebuano
sipukar,cebuano
ì ì,cebuano
scream,ilocano
shortage,ilocano
almagre,tagalog
"kumulga, kumulgǎr",cebuano
tabi,cebuano
tilaran,tagalog
súlak,hiligaynon
iksahiráda,cebuano
approve,ilocano
makapakitbi,cebuano
sukdip,cebuano
isalin ng dugo,tagalog
kanyon ng baril,tagalog
lumayo,tagalog
di masabtan,cebuano
biglang,tagalog
gripo,cebuano
mariyal,cebuano
bagyang,cebuano
malyurka,cebuano
ngyílu,cebuano
pasawa,tagalog
paggalugad,tagalog
tagoangkan,cebuano
sumugo,tagalog
lapnut,cebuano
paglupig,cebuano
minatamisan,tagalog
títi,cebuano
matarong,cebuano
ambunin,tagalog
handon,tagalog
sigingsiging,cebuano
parali,tagalog
pagbigay-alaman,tagalog
timplahin,tagalog
inkuwintru,cebuano
di-naiman,tagalog
witer,cebuano
ilakas,tagalog
broad,ilocano
taglayin,tagalog
brief,ilocano
balaklaot,tagalog
kulantro,tagalog
tanaman,cebuano
padespedida,tagalog
paghatag kabilin,cebuano
"pyahuk, pyáhuk",cebuano
kalambisan,tagalog
Rumanista,cebuano
kansog,tagalog
diksiyunarista,tagalog
pagmamaramot,tagalog
tanglas,cebuano
pasensya,tagalog
pag-agas,cebuano
melokoton,tagalog
pampatanda,tagalog
sukot,cebuano
blak-ay,cebuano
gigi,tagalog
kinasingkasing,cebuano
kabtangan,cebuano
engkargada,tagalog
lugput,cebuano
pagpapanatili,tagalog
língat,cebuano
pamutiktikan,tagalog
igagaw,cebuano
train,ilocano
ngaligkig,tagalog
rayna,cebuano
manlalaba,cebuano
lusaw,tagalog
magbeisbol,tagalog
nude,ilocano
Komulgatoryo,tagalog
ladlad,cebuano
tipak,cebuano
buhawi,tagalog
tayà,cebuano
paglalambitin,tagalog
úgbo,hiligaynon
himalitang,cebuano
petrolyo,cebuano
isdahanon,cebuano
málas,cebuano
rest,ilocano
basura,cebuano
swiltu,cebuano
wife,ilocano
huhutan,tagalog
fondness,ilocano
banhaw,cebuano
kaloriya,cebuano
kompisal,cebuano
hiphip,cebuano
drísing rum,cebuano
militate,ilocano
may-bahay,tagalog
paagi,cebuano
bambu,tagalog
hulam,cebuano
pagyukbo,cebuano
taliktik,tagalog
eksplorador,tagalog
biyolinista,tagalog
prublíma,cebuano
mapabubulaanan,tagalog
sikwalu,cebuano
comforter,ilocano
butay,cebuano
tagistis,tagalog
mahalinhan,tagalog
nakadudusta,tagalog
sasirdúti,cebuano
teacher,ilocano
pantalya,tagalog
lasingin,tagalog
iglulungag,cebuano
budlay,cebuano
laterita,tagalog
limot,tagalog
pilit,cebuano
pampabula,tagalog
pagkapata,tagalog
sayaw,tagalog
lumilok,tagalog
anglit,cebuano
sabat,tagalog
hilt sintir,cebuano
tipus,cebuano
liknayan,tagalog
aksì,cebuano
riprisku,cebuano
mataas,cebuano
"seladór, seladóra",hiligaynon
lú,cebuano
natuk,cebuano
batan-ong babaye,cebuano
papil,cebuano
dapya,cebuano
pagyukod,tagalog
binuhat-buhat,cebuano
sigumár,hiligaynon
paghimog,cebuano
maghuhukay,tagalog
lilt,ilocano
kama,tagalog
laguma,tagalog
elect,ilocano
edict,ilocano
Manila,tagalog
didto,cebuano
pamamasyal,tagalog
daanan,tagalog
ibayad,cebuano
hemelo,tagalog
ahead,ilocano
mas luya,cebuano
pansut,cebuano
nagbibigay-dangal,tagalog
magluwag,tagalog
Nay,cebuano
santu-santuhan,tagalog
ligas,cebuano
salmo,tagalog
sidlak,cebuano
seryo,tagalog
awas,cebuano
lahuy,cebuano
kuluton,cebuano
ekspres,tagalog
lúyut,cebuano
kulubot,tagalog
basig,tagalog
pagbibinata,tagalog
sagpa,cebuano
tapukù,cebuano
dili pagtugot,cebuano
climb,ilocano
timbangtimbangon,cebuano
nu,cebuano
mangati,tagalog
sakaán,hiligaynon
sakay sa ayroplano,cebuano
kahon,tagalog
makiwal,tagalog
pagpatay,cebuano
paglungkab,cebuano
katakutan,tagalog
magpaarkila,tagalog
lalake,tagalog
inidúru,cebuano
posteng pananda,tagalog
cross,ilocano
field,ilocano
nguni't,tagalog
kagaskas,cebuano
linggúkud,cebuano
búngkras,hiligaynon
patupiin,tagalog
tayúpì,cebuano
indivisible,ilocano
pumagitan,tagalog
mahabang patpat,tagalog
gerilyero,tagalog
isdang-ispada,tagalog
pawikan,cebuano
buay,tagalog
puggay,cebuano
sa tabok,cebuano
kiha,cebuano
pure,ilocano
kuwentas,cebuano
ngumibit,tagalog
kawil,cebuano
timbaya,cebuano
reseta,cebuano
makabihag,tagalog
bangyaw,cebuano
pil-ap,cebuano
mura,cebuano
henyo,cebuano
malapason,cebuano
abrása,cebuano
pagpasyensyahan,tagalog
makapag-iisa,tagalog
hambalos,tagalog
dagit,cebuano
panderetas,tagalog
digyù,cebuano
lathala,tagalog
pagtugma-tugmain,tagalog
ulímpay,hiligaynon
pagkahalina,tagalog
molakat,cebuano
ipanghimatuod,cebuano
salúpan,cebuano
kampanilya,cebuano
itlog ng isda,tagalog
sanglítan,hiligaynon
sustinir,cebuano
mas laktod,cebuano
timog-kanluran,tagalog
mahapis,tagalog
putuseko,tagalog
estatwa,cebuano
pamanhikan,tagalog
kawalang-lakas,tagalog
kayi,cebuano
kobra,tagalog
sagasaan,tagalog
ipinadpad,tagalog
pahalipay,cebuano
ngatngat,cebuano
úmid,cebuano
huríng-húring,hiligaynon
daplak,cebuano
alibadbad,tagalog
gamay nga isla,cebuano
magkakatulad,tagalog
disgusto,cebuano
tindera,cebuano
avid,ilocano
walang-lubay,tagalog
ubay,cebuano
hanámbong,hiligaynon
madali't-sabi,tagalog
kumbal,cebuano
bastain,tagalog
kompromiso,tagalog
bomba,cebuano
sapulahan,tagalog
magkakandila,tagalog
palit,cebuano
balabag,cebuano
yungib,tagalog
pagpakauwaw,cebuano
tablero,tagalog
bumbay,cebuano
yuyó,hiligaynon
pagkasubo,tagalog
waswas,cebuano
sandaantaon,tagalog
kulipláwir,cebuano
gibahaan,cebuano
dyalekto,cebuano
pagpapaumat,tagalog
istip-in,cebuano
sagiwát-an,hiligaynon
tubig na pakati,tagalog
kilaw,tagalog
nahuli,tagalog
basag-ulo,tagalog
kapunongan,cebuano
burong,cebuano
"hulaw, húlaw",cebuano
litaw,tagalog
honorable,ilocano
makita,cebuano
dili takus,cebuano
balay,tagalog
dita,tagalog
putpot,tagalog
gukdanay,cebuano
kansing,tagalog
alampayan,tagalog
maanyag,cebuano
ripára,hiligaynon
putung,cebuano
humamog,tagalog
bagransiya,cebuano
sin,hiligaynon
nawug,cebuano
kamusta,cebuano
untag,tagalog
hámrus,hiligaynon
mapanganyaya,tagalog
kulaw-it,cebuano
aglahiin,tagalog
sa,cebuano
umurung-sulong,tagalog
yabo,tagalog
makahula,tagalog
bagabagin,tagalog
ipako ang mata,tagalog
pagpakaingon,cebuano
suspitsu,cebuano
oberol,tagalog
bukuhin,tagalog
hálas,hiligaynon
hálop,hiligaynon
daing,tagalog
pásù,cebuano
panuksok,tagalog
pagtarung,cebuano
walang-tawad,tagalog
kalíhim,cebuano
lumot,cebuano
rimidyáki,hiligaynon
prubahan,tagalog
pamamansing,tagalog
linog,cebuano
bow,ilocano
lángub,cebuano
bátang,hiligaynon
dawhug,cebuano
maghalukay,tagalog
kál,cebuano
túbig,cebuano
tilos,tagalog
boulder,ilocano
hilis-kalamay,tagalog
unibirsidad,cebuano
pihig,cebuano
bagtingan,tagalog
makalat,tagalog
nakahihiya,tagalog
karas,cebuano
curious,ilocano
pamakpak,cebuano
wasto,tagalog
búnuk,cebuano
pagkamahilig,tagalog
talukbong,tagalog
álan,cebuano
tumirador,tagalog
i,cebuano
saligotóng,hiligaynon
dalo,cebuano
lalis,cebuano
nakaligpit,tagalog
tukáyu,cebuano
gusanilyo,tagalog
pagsungaw,tagalog
alerto,tagalog
subok,tagalog
tuwing kalahating taon,tagalog
magmukmok,tagalog
ibira,cebuano
piktiyur tíking,cebuano
igitna-gitna,tagalog
alas,tagalog
balota,cebuano
makasuntok,cebuano
pagkakakumpuni,tagalog
paila,cebuano
hanggang ngayon,tagalog
mag-ambag,tagalog
kahina-hinala,tagalog
akawntant,tagalog
prutas,tagalog
optical,ilocano
sumaklot,tagalog
mukha,tagalog
maumbong,tagalog
putugrapiku,cebuano
itingob,cebuano
ilogay,cebuano
aksidinti,cebuano
hinyayango,tagalog
gábà,cebuano
ubod sa lubi,cebuano
walang-pag-iintindi,tagalog
frankness,ilocano
paghulat,cebuano
dugang,cebuano
pakibagayan,tagalog
taong bisyesto,tagalog
magpasasa,tagalog
margarina,tagalog
sapinan,tagalog
"gúgul, guguls",cebuano
wala'y kangho,cebuano
masahihin,tagalog
"tana, tána",cebuano
pisik,tagalog
lawis,tagalog
makinasud,cebuano
dilaan,tagalog
ikid-íkid,cebuano
kaung,cebuano
sapsap,cebuano
tuso,tagalog
suway bagyu,cebuano
arimay,tagalog
sabút,hiligaynon
sinaló-sálo,hiligaynon
tindahan,tagalog
úkub,cebuano
"kíya, kíyà",cebuano
binódo,hiligaynon
wagák,hiligaynon
kaysakay,tagalog
maninilbihan,tagalog
panutog,tagalog
mahawakan,tagalog
taglamig,tagalog
pagbasa,cebuano
oportunista,tagalog
papulahin,tagalog
tampil,cebuano
agnas,tagalog
ritmo,cebuano
mangangamkam,tagalog
blakbins,cebuano
ekonomiko,cebuano
panggayak,tagalog
manggugubut,cebuano
pagkabata,tagalog
diklarasiyun,cebuano
paramihin,tagalog
magsagka,tagalog
dagundagun,cebuano
kumusta ka?,cebuano
mag-alimura,tagalog
tagulabay,tagalog
dinggin,tagalog
apisyunado,tagalog
bonbonon,cebuano
determined,ilocano
pagkamatay,cebuano
kamut,cebuano
hilímson,hiligaynon
katiwasayan,tagalog
"gahit, gáhit",cebuano
galbutin,tagalog
makaloko,tagalog
panglangoy,cebuano
túk,cebuano
umuka,tagalog
biyente uno,cebuano
bumundol,tagalog
hingáp-us,hiligaynon
ubúd-ubudán,hiligaynon
kuto,cebuano
pagtikas,cebuano
patalimin,tagalog
buák,hiligaynon
lito,tagalog
tawo nga utokan,cebuano
huluyáon,hiligaynon
mísis,cebuano
theatrical,ilocano
pagtipon,cebuano
sambilatin,tagalog
sansinukob,tagalog
maaaring tanggapin,tagalog
loob,tagalog
treatment,ilocano
pagpanghawod,cebuano
kalsyum,tagalog
kurti,cebuano
akwaryum,cebuano
surúdlan,hiligaynon
uno,tagalog
tsíkin,cebuano
pagtatangi,tagalog
hinayan,cebuano
pangutana,cebuano
nuwebe,tagalog
báat,cebuano
may mga larawan,tagalog
tab-ak,cebuano
haróthot,hiligaynon
pulbos ng tabako,tagalog
paghumol,cebuano
mahal,cebuano
paniniil,tagalog
tirisin,tagalog
hawát-hawát,hiligaynon
makayamot,tagalog
magpabilin,cebuano
pamumulaklak,tagalog
kayahin,tagalog
hantuk,cebuano
kagabok,cebuano
lantsa,cebuano
paakyat,tagalog
during,ilocano
tiwalwal,tagalog
pag-aalipusta,tagalog
binundok,tagalog
energy,ilocano
bumitak,tagalog
pánà,cebuano
kurbáta,cebuano
bili,tagalog
malatinduk,cebuano
laray,cebuano
samain,tagalog
pagánu,cebuano
"pulmun, pulmunya, pulmuníya",cebuano
tinun-an,cebuano
hidáet,hiligaynon
magharang,tagalog
hamúok,hiligaynon
hunaw,cebuano
kawalan ng tulog,tagalog
lak,cebuano
pagdurungkal,tagalog
aslay,cebuano
gán-it,hiligaynon
habonete,tagalog
kamakalawa,tagalog
pagluluksa,tagalog
ulít,hiligaynon
bali,tagalog
tanuk,cebuano
pumikpik,tagalog
hádak,hiligaynon
"gris, grís",cebuano
matulungan,tagalog
ámuy,cebuano
Palingkurang bayan,tagalog
malumay,tagalog
enclosure,ilocano
sigwálu,cebuano
hidhid,tagalog
ipinagbabawal,tagalog
safety,ilocano
fade,ilocano
pananggalang,tagalog
barútu,cebuano
aparador,cebuano
malugami,tagalog
pie,ilocano
wáhig,cebuano
liquor,ilocano
tintin,cebuano
tipak,cebuano
tikmìtikmì,cebuano
sariling pili,tagalog
pugutin,tagalog
hubag,cebuano
batid,cebuano
bahagi,tagalog
halhal,cebuano
utlanan,cebuano
Ginoo,tagalog
tumupad,tagalog
mag-atas,tagalog
pantistis,tagalog
kiatkiat,cebuano
mag-oras,tagalog
liwayway,tagalog
sapantahain,tagalog
sakayan-bulas,cebuano
bulilyus,cebuano
mahikaw,cebuano
tingala,tagalog
iskuwirel,tagalog
magkapatid,tagalog
panghimaraut,cebuano
tigbalita,cebuano
bintad,tagalog
panugnat sa kusog,cebuano
karerista,tagalog
maayo,cebuano
mapagsarili,tagalog
malayang sugnay,tagalog
hapag,cebuano
nakapapagod,tagalog
palayo,cebuano
tanan,cebuano
walang-latoy,tagalog
organization,ilocano
putat,tagalog
sinturiyun,cebuano
humilig,tagalog
umung,cebuano
balúd,hiligaynon
uhod,tagalog
isilang,tagalog
danakit,cebuano
paghihingalo,tagalog
karatsutsu,cebuano
malumayon,cebuano
kadaplinan,cebuano
balnidanum-isigan,tagalog
maruy,cebuano
naptalin,tagalog
biglang pag-uko,tagalog
hukot,cebuano
iskultur,cebuano
matrúna,cebuano
kulukuto,tagalog
makapagpapurol,tagalog
hulám,hiligaynon
pagtutok,cebuano
pasimuna,tagalog
sihang bika,tagalog
ginábut,hiligaynon
bumenggansa,tagalog
maghele,tagalog
Israylítas,cebuano
sagáyad,cebuano
sala,cebuano
katambak,cebuano
gutter,ilocano
tistígus,cebuano
gramatika,cebuano
basdak,cebuano
madurog,tagalog
simtoma,cebuano
punong-lunsod,tagalog
pahilihíli bágu kíri,cebuano
didlayin,cebuano
padayon,cebuano
hánib,cebuano
istumagu,cebuano
kalag,tagalog
magtulak,tagalog
kustante,tagalog
katakos,cebuano
pang-uupat,tagalog
"bagal, bágal",cebuano
selopeyn,tagalog
láki,cebuano
baskad,cebuano
tumundok,tagalog
manghawa,tagalog
magpabulok,tagalog
nga tawo,cebuano
hulog,cebuano
"singganán, singganón",hiligaynon
pustoryosa,tagalog
báut,cebuano
burugásan,hiligaynon
What time is it?,english
sidlakanon,cebuano
magpasablay,tagalog
mapapalitan,tagalog
higad,tagalog
húnad,cebuano
aghud,cebuano
buklatin,tagalog
masalang,tagalog
ali,tagalog
batig,cebuano
forbid,ilocano
Adlaw sa Kaugalingnan,cebuano
magkakahalo,tagalog
pinesa,tagalog
kabanay,cebuano
pagbagting,cebuano
malaluan,tagalog
sukatan,tagalog
goróng-górong,hiligaynon
kaulawan,cebuano
unsa na,cebuano
panalipod,cebuano
hingkod,cebuano
panultihon,cebuano
panag-atbang,cebuano
nakalupagi,tagalog
hámno,hiligaynon
baláan,hiligaynon
magnagwas,tagalog
pagpakugang,cebuano
makapulpol,tagalog
baradong,cebuano
magsuno,tagalog
dato,cebuano
magbabaklay,cebuano
pribinir,cebuano
pinid,cebuano
amur,cebuano
pur,cebuano
pulong-sinyas,cebuano
gather,ilocano
maggagatas lalaki,cebuano
tapun,cebuano
maghagulhulan,tagalog
lab-as,cebuano
tawog-tawog,cebuano
bingkas,cebuano
diin,cebuano
rotó,hiligaynon
please,ilocano
magkakahawig,tagalog
lapain,tagalog
álup,cebuano
diwata,cebuano
mabag-o,cebuano
daghanan,cebuano
pag-uulik-ulik,tagalog
saláptan,hiligaynon
ayun,cebuano
advice,ilocano
mga sulat,cebuano
pagkabuyon,cebuano
buká,hiligaynon
mileage,ilocano
kalap,tagalog
sintido,tagalog
atay-átay,cebuano
kubong,tagalog
pinsa,cebuano
pag-angkat,tagalog
himosagâ,hiligaynon
yupók,hiligaynon
bilang pandiwa,tagalog
munyumintu,cebuano
kagaraan,tagalog
hiting,cebuano
molupyo,cebuano
flippant,ilocano
ilampas,tagalog
timayok,tagalog
pag-inog,tagalog
rulpad,cebuano
sala,tagalog
inter,ilocano
mahulaan,tagalog
bangaybángay,cebuano
masaya,tagalog
buwisit,cebuano
mapakurap,tagalog
klitoris,tagalog
kambiyo,tagalog
lider,cebuano
tiunay,cebuano
kantidad,cebuano
mumurahing hiyas,tagalog
búhò,hiligaynon
makihalo,tagalog
matapat,tagalog
pagkabalo,tagalog
paghinuhod,tagalog
yuring,cebuano
hagunghong,tagalog
ting-ulan,cebuano
hánda,hiligaynon
lítub,cebuano
banyera,tagalog
wala nagsaba,cebuano
ilinoleyo,cebuano
pagka-estorbo,tagalog
kiyakoy,tagalog
mapaglalangan,tagalog
lagat,cebuano
palingkawas,cebuano
dialtamar,cebuano
tugbung,cebuano
ispúting,cebuano
magkain,tagalog
morsel,ilocano
pásad,cebuano
daan,cebuano
you,ilocano
ni,tagalog
despalkuhin,tagalog
padayon,cebuano
dángan,cebuano
bábul gam,cebuano
hindi kapani-paniwala,tagalog
amuin,tagalog
hábas,hiligaynon
lumbang,tagalog
binti,tagalog
kambog,tagalog
dignidad,tagalog
Paraklito,tagalog
papulanditin,tagalog
galapago,tagalog
pag-apil,cebuano
magbalsa,tagalog
litsi,cebuano
samáyà,hiligaynon
lawak,cebuano
ibahin,tagalog
magbahog,tagalog
maging medyo sira-sira,tagalog
kataksilan,tagalog
magbaluti,tagalog
pongpong,cebuano
hinlog,tagalog
maarte,tagalog
