text,language
risidin sirtipikit,cebuano
giuhaw,cebuano
kalakbay,tagalog
páwul,cebuano
okupasyon,tagalog
haró-haró,hiligaynon
pagkasuri,tagalog
prisohan,cebuano
pagsasalimol,tagalog
jovial,ilocano
trantádu,cebuano
makipagsiksikan,tagalog
balólon,hiligaynon
kortina,cebuano
incompetent,ilocano
kúma,cebuano
espinaka,tagalog
basang-basa,tagalog
hilit,cebuano
bákris,hiligaynon
bulak nga puti,cebuano
akrobat,tagalog
lingganay,cebuano
magkasi,tagalog
sagáksak,hiligaynon
patuluan,tagalog
ipaghukay,tagalog
umaasa,tagalog
palaanak,tagalog
samput,cebuano
lehitimo,tagalog
palakhin,tagalog
paraw,cebuano
salingitan,tagalog
binggár,hiligaynon
pinakamahirap,tagalog
prinsa,cebuano
kumpas,tagalog
bewang,tagalog
kumprumitíbu,cebuano
whisper,ilocano
dantay,tagalog
pagsaway,cebuano
tugob sa,cebuano
bilya,cebuano
sine,cebuano
igtitimaan,cebuano
"húgà, hugâ",hiligaynon
pagkamagagalitin,tagalog
sipnayan,tagalog
sigaan,tagalog
buyótan,hiligaynon
bahala na,tagalog
revoke,ilocano
ginamag kamot,cebuano
tigpakulot,cebuano
tapas,tagalog
isinga,tagalog
idealismo,tagalog
kamatis,cebuano
gubirnur,cebuano
sa kanunay,cebuano
tumapyas upang dumagta,tagalog
telepathy,tagalog
purikit,cebuano
tagpi,cebuano
yamíid,cebuano
nagakurog,cebuano
makipagkapwa,tagalog
baklaran,tagalog
tukun,cebuano
archipelago,ilocano
pagkalat,tagalog
kamisatsina,tagalog
pítay,cebuano
laban,cebuano
matudla,tagalog
pag-umangkon,cebuano
parak,cebuano
bulandal,tagalog
pagkahig,tagalog
mistake,ilocano
sahù,cebuano
paktúra,cebuano
lansones,tagalog
abyog,tagalog
"hiwálà, panghiwálà",hiligaynon
bulsa,cebuano
daánà,cebuano
ulaw,cebuano
arsobispado,tagalog
mahari-hariong,cebuano
almanake,tagalog
mabangis,cebuano
yesternight,ilocano
dubla,cebuano
rekádo,hiligaynon
conference,ilocano
vigor,ilocano
lipol,tagalog
kaaslom,cebuano
pahulad,cebuano
langkuy,cebuano
basket,tagalog
walang-sala,tagalog
lasuhan,tagalog
papeles,tagalog
tusluk,cebuano
ulitin,tagalog
magniting,tagalog
"tahisyan, tahisyan bird",cebuano
salo,tagalog
painless,ilocano
ipatago,tagalog
pinasagdan,cebuano
kulumna,tagalog
distrito,cebuano
kumita,tagalog
water,ilocano
sosyolohiya,cebuano
dayan-dayan,cebuano
onse,tagalog
bangilid,cebuano
petalo,tagalog
syimpri,cebuano
piang,cebuano
mas maayo,cebuano
panunuyo,tagalog
pakgang,cebuano
kama,tagalog
katagana,tagalog
mahirap talunin,tagalog
galagala,tagalog
kahadlok,cebuano
pamuhat sa-salapi,cebuano
alugbati,cebuano
interes,cebuano
pagsali,tagalog
lipakà,cebuano
mautita,tagalog
presko,cebuano
Mama,tagalog
makatigatig,tagalog
gidili,cebuano
lugot,tagalog
humalughog,tagalog
pagkahimo,cebuano
kusína,cebuano
inimbaw,tagalog
pagpahimutang sa dapit,cebuano
paknitin,tagalog
magmalabiga,tagalog
hari-harian,tagalog
temporero,tagalog
lingo,tagalog
pinalaan,cebuano
matatas,tagalog
wala'y lunas,cebuano
buhís,hiligaynon
ngil-ad,cebuano
idipisyu,cebuano
pagsangguni,tagalog
pulbos sa mukha,tagalog
ride,ilocano
skillful,ilocano
bálid,hiligaynon
paagasay sa dugo,cebuano
headache,ilocano
lubrikasyon,tagalog
ása,cebuano
kaskaho,tagalog
kolekta,tagalog
laagan,cebuano
piral,tagalog
siwal,tagalog
sabwatan,tagalog
amánus,cebuano
sandúgò,hiligaynon
ritwal,tagalog
baskit,cebuano
while,ilocano
handurawanan,cebuano
balod-balod,cebuano
pasyente,tagalog
singkamas,tagalog
pagsaulog,cebuano
sa sulod,cebuano
pagbiya,cebuano
mantsahan,tagalog
sáng-an,hiligaynon
ligtak,cebuano
hustiyas,cebuano
medyum,cebuano
"sigábung, sigabúng",hiligaynon
dyángk,cebuano
matimátiks,cebuano
yahong,cebuano
pagkawala'y hunahuna,cebuano
Nitrohen,tagalog
madaling-araw,tagalog
tuyo,cebuano
mapag-ino,tagalog
tig-iisa,tagalog
súgud,hiligaynon
sánlag,hiligaynon
madulas,tagalog
balansang,tagalog
kataw anan,cebuano
haspe,tagalog
pagsubli-subli,cebuano
ugat,tagalog
silaba,cebuano
karangalan,cebuano
duminahan,tagalog
anak,cebuano
kerubin,tagalog
bagyohon,cebuano
walang-pagbabalatkayo,tagalog
idawdaw,tagalog
rabbit,ilocano
masaya,tagalog
lít,cebuano
di-mapaknit,tagalog
dapitin,tagalog
umasa,tagalog
pagbuswat,cebuano
niyomatiks,tagalog
pagbabangayan,tagalog
salikyat,cebuano
besiege,ilocano
rehiyon,tagalog
asoge,cebuano
bulog,tagalog
masilab,tagalog
paghahawhaw,tagalog
makawala ng pag-asa,tagalog
masundanon,cebuano
husto,cebuano
secretly,ilocano
ulahi,cebuano
dilantu,cebuano
biaybíay,cebuano
umaabot nga mga adlaw,cebuano
abiábi,cebuano
disiplina,tagalog
mamak,tagalog
laughter,ilocano
tumamlay,tagalog
mag-estoryahay,cebuano
behold,ilocano
ug-ug,cebuano
underwriter,ilocano
gaya,tagalog
usa,tagalog
magngitngit sa galit,tagalog
bao ng niyog,tagalog
balumbong,tagalog
sanlunok,tagalog
ibukadkad,tagalog
tanggaping mulapik,tagalog
media,tagalog
siguro,cebuano
stone,ilocano
estrabagante,tagalog
nagbawod,cebuano
rigular,cebuano
pinabayaan,tagalog
by,ilocano
pagkasalanan,tagalog
"Malakanyan, Malakanyang",cebuano
sulat,cebuano
sáwsaw,hiligaynon
yúbit,cebuano
háyag,hiligaynon
awtu,cebuano
share,ilocano
kapak,tagalog
patalikod,tagalog
natulon,cebuano
nilad,tagalog
gipasabot,cebuano
ikula,tagalog
saingan,tagalog
bantugan,cebuano
elektronika,tagalog
nakaririwasa,tagalog
follower,ilocano
baki,cebuano
paknos,tagalog
obserbasyon,tagalog
kaulahian,cebuano
aparisyon,tagalog
puson,tagalog
tapasan,tagalog
tsarul,cebuano
prinsipal,cebuano
ubligahin,tagalog
experiment,ilocano
lakra,cebuano
rikrak,cebuano
sectionalism,ilocano
litmuhin,tagalog
isturya,cebuano
walang-kasinghalaga,tagalog
reserba (mga -),tagalog
ekstranghero,tagalog
dangat,tagalog
gora,tagalog
paglalangan,tagalog
krímin,cebuano
kautalan,tagalog
golpe-de-gulat,tagalog
pasagwain,tagalog
liring,tagalog
pangapulan,tagalog
malunok,tagalog
di-tahi,tagalog
patambakan,tagalog
paghatag,cebuano
asiras,cebuano
lákad,cebuano
talalak,cebuano
paggarisunan,tagalog
maagawan,tagalog
pagsabot,cebuano
obligahin,tagalog
luoy,cebuano
ukagán,hiligaynon
panganganyon,tagalog
sugid,cebuano
pagdangop,cebuano
yapusan,tagalog
batóbalánì,hiligaynon
masasaktin,tagalog
tagà,cebuano
barína,hiligaynon
seal,ilocano
ipaghawan,tagalog
Huwebes Santo,tagalog
pagdason,cebuano
asitíra,cebuano
pagod,tagalog
manalaba,tagalog
pyansa,cebuano
kitkit,cebuano
gipak,cebuano
maglulumba,cebuano
gastadur,cebuano
immodest,ilocano
may gidapigan,cebuano
paghulga,cebuano
batiwtiw,cebuano
sulíp,hiligaynon
"báslan, baslánay",hiligaynon
buo,tagalog
bángon,hiligaynon
turíyu,cebuano
pagpapatubig,tagalog
heckle,ilocano
úlway,hiligaynon
budlung,cebuano
kailangan,tagalog
ugásip,hiligaynon
hinigugma,cebuano
maglilok,tagalog
karga-karga,tagalog
saloma,cebuano
river,ilocano
pagsira,cebuano
kiniusang hunahuna,cebuano
"misal, mísal",cebuano
ihianan,cebuano
kabíbat,cebuano
almuranas,tagalog
masali,tagalog
suplút-súplut,hiligaynon
masabaw,tagalog
tiglubong,cebuano
isatsat,tagalog
maligawgawin,tagalog
hanggang,tagalog
turkey,ilocano
pili,tagalog
libak,cebuano
hupak,tagalog
taong masiba,tagalog
langyaw,cebuano
mag-embargo,tagalog
langgam,cebuano
sober,ilocano
firmaménto,hiligaynon
kukhan,cebuano
nakausli,tagalog
flight,ilocano
nakaiistorbo,tagalog
sugyot,cebuano
adhika,tagalog
paghalad,cebuano
ginoo,tagalog
suluayón,hiligaynon
búlù,cebuano
sultáda,cebuano
pugung,cebuano
gawi,tagalog
huyup,cebuano
ribulusiyun,cebuano
dugokan,cebuano
palaaway,cebuano
purga,cebuano
supsupin,tagalog
bumulong,tagalog
bantay sa kalinaw,cebuano
maila,cebuano
platero,cebuano
pagbinuligay,cebuano
kitig,tagalog
natapos,cebuano
rumored,ilocano
padulong,cebuano
láhung,cebuano
yapakan,tagalog
kasalitaan,tagalog
guhád,hiligaynon
evil,ilocano
sín-ad,hiligaynon
malalapitan,tagalog
lagot,cebuano
húgas,hiligaynon
panggalingan,tagalog
píkuls,cebuano
túnuy,cebuano
ato,cebuano
pasidanan,cebuano
imong,cebuano
ulús,hiligaynon
bugawin,tagalog
abante,tagalog
"yamitak, yamítak",cebuano
bagransiya,cebuano
pulpog,cebuano
alikabukon,cebuano
kasalikupan,tagalog
base,tagalog
pipila,cebuano
bulkanaysin,tagalog
banto,tagalog
bumalikwas,tagalog
mapera,tagalog
bukod-tangi,tagalog
salakut,cebuano
mag-atsara,tagalog
pagreretoke,tagalog
lawas,cebuano
maskada,tagalog
pagkulang,cebuano
kakulangan,tagalog
guwardakosta,tagalog
giting,tagalog
tuoy,cebuano
kapulahan,tagalog
nagbansay,cebuano
uylab,cebuano
maylikha (ang -),tagalog
siyam,cebuano
kunsurti,cebuano
masama sa lahat,tagalog
pabalaka,cebuano
gruésa,hiligaynon
gáwad,cebuano
bangil,cebuano
mandaragit,tagalog
tukdab,cebuano
paghiabot sa,cebuano
sibulan,tagalog
mabata,tagalog
kalahay,tagalog
ipapulot,tagalog
hadlok,cebuano
pakahulugan,tagalog
pampook,tagalog
"waráng-wárang, waráng-waráng",hiligaynon
suso,cebuano
mabangbang,cebuano
dentista,cebuano
pagpainguha,cebuano
aritmitik,cebuano
mapinsala,tagalog
pangusmu,cebuano
pagbabaybay,tagalog
ríkurd,cebuano
mapasok,tagalog
di-maikakait,tagalog
dakong amo,cebuano
talusin,tagalog
otherwise,ilocano
inumin,tagalog
sumadya,tagalog
sab,cebuano
haspi,cebuano
sabay-sabay,cebuano
makusog,cebuano
amang,cebuano
paglaktaw,tagalog
suláb,hiligaynon
panapton,cebuano
magsungkad,tagalog
matsora,tagalog
báyas,cebuano
magwawali,cebuano
bumukal,tagalog
pumusta,tagalog
pulbusan,tagalog
hatay,cebuano
síwang,cebuano
pagkagutom,tagalog
tumbas,cebuano
nakatitiyak,tagalog
bagis,cebuano
pagpapakamatay,tagalog
tahas,cebuano
Kuwaresma,cebuano
nakahihiya,tagalog
seda,tagalog
búut,hiligaynon
gitugotan,cebuano
hía,hiligaynon
istorbuhin,cebuano
ugkad,cebuano
bisting-bisti,tagalog
hirbubuyna,cebuano
hangarin,tagalog
maglabas,tagalog
paghambog sa kaugalingan,cebuano
karaniwan,tagalog
paghiusa,cebuano
tindahan ng pahayagan,tagalog
ulalóng,hiligaynon
sanghid,cebuano
makapingas,tagalog
kátig,cebuano
hanaw,cebuano
pulong,cebuano
kabinian,tagalog
pumalatak,tagalog
tutupin,tagalog
dasun,cebuano
mahabol,cebuano
uwang sa iro,cebuano
bumati,tagalog
balúnas,cebuano
gisi,cebuano
hiyain,tagalog
salt,ilocano
paghilom,cebuano
kinis,tagalog
huwat,cebuano
madaingin,tagalog
iduldol,tagalog
isentro,tagalog
talhak,tagalog
pagpapanag-uli,tagalog
hírit,cebuano
dupliketin,tagalog
truthful,ilocano
háni,cebuano
palinggitin,tagalog
haguka,cebuano
deklamasyon,tagalog
kalmos,tagalog
filósofo,hiligaynon
ang pagpuno,cebuano
linggíru,cebuano
ulnubayanin,tagalog
disinteresado,tagalog
ganta,tagalog
hípi,cebuano
husto,cebuano
rally,ilocano
pultri,cebuano
serpentina,tagalog
klasika,cebuano
dismáyu,cebuano
us,ilocano
ligligin,tagalog
anyaya,tagalog
amimislun,cebuano
ulubásan,hiligaynon
pumarakaida,tagalog
pag-aalis,tagalog
Praseyodimyum,tagalog
pitpit,tagalog
pumapanaw,cebuano
túyuk,cebuano
himát-on,hiligaynon
mag-isa,tagalog
tibuok,cebuano
lakang,cebuano
hulagan,cebuano
sagot sa sagot,tagalog
ikasuklam,tagalog
supak,cebuano
manulat,tagalog
ahunin,tagalog
plus,ilocano
pasúlit,cebuano
mana pa'y,tagalog
Haponesa,tagalog
napakalakas na ulan,tagalog
káli,cebuano
apúya,cebuano
dili dayon,cebuano
mapabahin,tagalog
sa pikas,cebuano
kunsidirar,cebuano
sa espiritu,cebuano
kaluwasan,cebuano
siwitsiwit,cebuano
lap-ak,cebuano
kurapan,tagalog
suroy-suroy,cebuano
pareho,cebuano
Hukuman sa Paghahabol,tagalog
mayahin,tagalog
madiitan,tagalog
sigaw,cebuano
"ulusisáon, ulusisaón",hiligaynon
kinabuhi,cebuano
yangyangan,tagalog
praybit,cebuano
temple,ilocano
panundong,tagalog
miming,cebuano
pasa porte,cebuano
kagikan,cebuano
bakag,cebuano
pahulam,cebuano
maghusto,tagalog
magrepaso,tagalog
hambinging bigat,tagalog
worship,ilocano
pagpapadikit,tagalog
dumdum,cebuano
saloy tabluwas,tagalog
mùy,cebuano
asúus,cebuano
buddy,ilocano
báso,hiligaynon
hinúgang,hiligaynon
maganyak,tagalog
labi na,cebuano
throng,ilocano
mapagdiskitahan,tagalog
mental,tagalog
bagunbúnun,cebuano
pamunga,cebuano
pagkasi,tagalog
kuha,cebuano
protegee,ilocano
museum,ilocano
pagligoy,tagalog
tugi,tagalog
tag-,cebuano
politician,ilocano
pumadyak,tagalog
han-ok,cebuano
baroto,cebuano
inahan,tagalog
introduksyon,tagalog
úlit,cebuano
papagdiskursuhin,tagalog
susúng-ol,hiligaynon
manggulo,tagalog
pamulan,tagalog
sa tuman,cebuano
túnu,cebuano
kapupud-an,cebuano
kalagmitan,tagalog
buli,cebuano
sariling talambuhay,tagalog
pusaw,cebuano
magkasapi,tagalog
kabugkuwaknit,cebuano
kato,cebuano
andam,cebuano
mababakbak,tagalog
manlalakbay,cebuano
lamukusin,tagalog
simó-simó,hiligaynon
garapal,tagalog
buslugin,tagalog
mapahiya,tagalog
saak,tagalog
nagtupad,cebuano
tapolan,cebuano
tukling,cebuano
"saliping, salíping",cebuano
ulápì,cebuano
sumaysumay,cebuano
uwag-úwag,cebuano
bántug,hiligaynon
himangud,cebuano
principal,ilocano
híl-o,hiligaynon
pagbanhaw,cebuano
buralan,tagalog
tulog,cebuano
nakapangyayari,tagalog
sághid,hiligaynon
rekámra,hiligaynon
thousand,ilocano
paggansilyo,cebuano
tukod,cebuano
risko,tagalog
yáti,cebuano
sambot,tagalog
paghalok,cebuano
contour,ilocano
pagkalisto,tagalog
kangga,tagalog
bulto,cebuano
nagkagidlay,cebuano
masalaypon,cebuano
konduktora,tagalog
pag-agos,cebuano
saling-pusa,tagalog
makayag,tagalog
baratilyo,tagalog
defend,ilocano
bag-óran,hiligaynon
papilahin,tagalog
salálpan,hiligaynon
plan,ilocano
lumapit-lapit,tagalog
tusmaw,cebuano
saúlug,cebuano
mararangyang kasuutan,tagalog
"mangagat, mangágat",cebuano
pamagat,tagalog
milon,tagalog
siyensiya,tagalog
kalapitan,tagalog
lubyak,tagalog
huboan,cebuano
nakapagpapalimot,tagalog
sosyalismo,tagalog
pagtanggap,tagalog
prunumbri,cebuano
lunggatin,tagalog
hurl,ilocano
balili,cebuano
paburitismu,cebuano
pamawing-galit,tagalog
gibati,cebuano
balay sa iro,cebuano
makipagkamay,tagalog
saklay,tagalog
taksihin,tagalog
manggilis,cebuano
halintigal,tagalog
palyo,tagalog
sulti nga wala'y hinungdan,cebuano
palko,tagalog
habilinan,tagalog
panalangin,cebuano
púlak,cebuano
sa banwa,cebuano
mag-agawan,tagalog
hagawhaw,cebuano
pagtimaan,cebuano
like,ilocano
taspukan,cebuano
puwerahin,tagalog
payring,cebuano
"aritmitika, aritmitiku",cebuano
maytir,cebuano
hukot,tagalog
sintas,tagalog
girdle,ilocano
maulanon,cebuano
sumuri,tagalog
panahum,cebuano
pagtahak,tagalog
tayaan,tagalog
conceive,ilocano
halandumánan,hiligaynon
magbubusa,tagalog
sambaliluhin,tagalog
húkà,cebuano
bágyo,hiligaynon
buang,cebuano
sukol,cebuano
imbahadur,cebuano
mabulukon,cebuano
reveal,ilocano
garungin,tagalog
pauntag,tagalog
loob,tagalog
pangkuhin,tagalog
hayag sa bulan,cebuano
komiko,cebuano
lubonganan,cebuano
gálit,hiligaynon
prestihiyo,tagalog
tungason,cebuano
luga,tagalog
bigkíl,hiligaynon
papulanditin,tagalog
asegurahin,tagalog
bigtalin,tagalog
yánta,hiligaynon
pagbukas,cebuano
footsteps,ilocano
mabúlu,cebuano
lamesa,cebuano
mambibiro,tagalog
pag-alima,cebuano
hunong,cebuano
katabay,tagalog
nabubuhat,tagalog
kalasaluan,cebuano
mag-x-ray,tagalog
pupulasiyun,cebuano
walang-imik,tagalog
handa,tagalog
magdagukan,tagalog
tugak,tagalog
mataas malayog,cebuano
reproduction,ilocano
tuwangan,tagalog
kahig,cebuano
kalambre,tagalog
pagpunyagian,tagalog
diario,tagalog
"dakinas, dakin-as",cebuano
luoy,cebuano
saysay,cebuano
paminta,tagalog
anus-a,cebuano
kasadpanon,cebuano
kanhi,cebuano
katigalan,tagalog
umalipin,tagalog
ipaghiwa,tagalog
lihok,cebuano
hingádlan,hiligaynon
báklis,hiligaynon
manukan,tagalog
sinip-ak,cebuano
di-tunay,tagalog
samót,hiligaynon
báboy,hiligaynon
multahan,tagalog
bulibitóon,hiligaynon
kapusin,tagalog
ugangan nga babye,cebuano
manikip,tagalog
maragáti,cebuano
siid,tagalog
bahala,tagalog
sagana,tagalog
údyak,hiligaynon
pumuwesto,tagalog
wangwang,tagalog
rubi,tagalog
taingandaga,tagalog
mákù,cebuano
salumbaba,tagalog
baimbian,tagalog
Berkelyum,tagalog
may tao,tagalog
nalugod,tagalog
kanila,tagalog
stoutness,ilocano
osa,tagalog
mangumpra,cebuano
conclude,ilocano
kang,cebuano
silid-piitan,tagalog
pagkamatay,cebuano
managat,tagalog
empty,ilocano
galmos,tagalog
gumalugad,tagalog
magkulumpol,tagalog
bult,cebuano
surgical,ilocano
núrul,cebuano
maghahabol,cebuano
snow,ilocano
makagaling,tagalog
paglalakwatsa,tagalog
alingawngaw,cebuano
mainam,tagalog
yusyus,cebuano
halimhiman,tagalog
ipagbuntung-hininga,tagalog
kuko,tagalog
braso,tagalog
sabay,cebuano
labing daghan,cebuano
tubà,cebuano
lip-istik,cebuano
yawyaw,cebuano
tumili,tagalog
palawakin,tagalog
kwalipikasiyun,cebuano
úgsod,hiligaynon
huyágpà,hiligaynon
daldalera,tagalog
magkaibayo,tagalog
magpasadya,tagalog
kalipay,cebuano
suka,tagalog
tráhi,cebuano
gay-on,tagalog
pangispiya,cebuano
ubra,tagalog
salang,tagalog
paint,ilocano
pangusisa,cebuano
kaaway,tagalog
akawntant,tagalog
gílis,cebuano
bakuran,tagalog
magkaugnay,tagalog
alupì,cebuano
cod,ilocano
matinaburon,cebuano
sulip-it,cebuano
multibaytamins,cebuano
kalit nga kalisang,cebuano
kite,ilocano
maaraw,tagalog
sapà,cebuano
memorya,cebuano
katulugon,cebuano
galapong,tagalog
pwirti,cebuano
mapahitas-on,cebuano
mariwasa,tagalog
byakrúsis,cebuano
pagpapanatili,tagalog
lamukat,cebuano
nakapag-aalinlangan,tagalog
inabtik,cebuano
tampalasan,tagalog
bunsudbunsud,cebuano
magmama,tagalog
kulintas,cebuano
tan-tarantan,tagalog
hakugan,cebuano
kúnat,cebuano
langtaw,cebuano
tagadukot,tagalog
dulot,cebuano
ehemplo,tagalog
unthinking,ilocano
sulod,cebuano
matututulan,tagalog
kabaugan,tagalog
kongresista,tagalog
arya,cebuano
bitok,cebuano
desirable,ilocano
malapason,cebuano
tago,cebuano
whose,ilocano
paukyab,cebuano
dagalwak,tagalog
gawi,cebuano
nakaingon,cebuano
binhiin,tagalog
kinilaw,cebuano
bonbon,cebuano
ligata,tagalog
mapaggasta,tagalog
magkagulu-gulo,tagalog
utdo,tagalog
singkuwenta,tagalog
túhug,cebuano
ikaupat,cebuano
pagdaisin,tagalog
yukos,tagalog
handag,cebuano
matalian,tagalog
asta,tagalog
maipit,tagalog
napakahalaga,tagalog
trole,tagalog
mapaghimala,tagalog
paghakhak,tagalog
tigpaigo,cebuano
ukod,tagalog
hilo,cebuano
bentilasyon,tagalog
tagihawatin,tagalog
tarheta,tagalog
parilagin,tagalog
sigwasan,tagalog
pangukho,cebuano
kuylaw,cebuano
kariwasaan,tagalog
turutoy,cebuano
berdugo,tagalog
Mataas na Kapulungan,tagalog
pahayag,cebuano
ripa,tagalog
manhid,tagalog
pagkuto,cebuano
munasilyo,tagalog
nakagugulang,tagalog
nag-anunsiyo,cebuano
panganod,cebuano
wither,ilocano
yugut,cebuano
pagloto,cebuano
kliente,tagalog
dili angay,cebuano
pangangarira,tagalog
pugad,tagalog
masyaw,cebuano
tambaúlì,cebuano
hampángan,hiligaynon
guyku,cebuano
baybay,cebuano
paghadlang,tagalog
piyapis,tagalog
Oo,tagalog
agup-op,cebuano
eskandalo,cebuano
tinip,tagalog
makaros,tagalog
simpul,cebuano
espada,tagalog
earth,ilocano
kaláyu,cebuano
siripinti,cebuano
cloak,ilocano
di mabuhat,cebuano
maingon-ingon,cebuano
destilasyon,tagalog
divest,ilocano
dapit,cebuano
kagawian,cebuano
singhal,tagalog
magitla,tagalog
presyuhan,tagalog
pagpatuo,cebuano
kahanas,cebuano
hungóy-hungóy,hiligaynon
lupigin,tagalog
tanda ng pagdaragdag,tagalog
balisong,cebuano
paghahango,tagalog
láhit,cebuano
muralista,cebuano
kilosiklo,tagalog
pambenta,tagalog
himalitang,cebuano
tupad sa,cebuano
baiki,tagalog
mangikli,tagalog
magmataas,tagalog
kilikos,cebuano
panaghiliin,tagalog
inbuyis,cebuano
ubud,cebuano
patinig,tagalog
katakos,cebuano
mahimsog,cebuano
pungíngi,cebuano
walang-kakasa-kasangkapan,tagalog
pangamuyo,cebuano
"wáog, wá-og",hiligaynon
mag-awas,tagalog
ganda,tagalog
pintura,tagalog
umatang,tagalog
tumbasan,tagalog
homran,tagalog
ranking,ilocano
tesoreria,tagalog
daklap,cebuano
damikay,tagalog
lirit,tagalog
panggarantiya,tagalog
talangkas,tagalog
ang kaantusan,cebuano
pagpahiluna,cebuano
ukáng-úkang,hiligaynon
magpain,tagalog
magsaliwa,tagalog
salmun,cebuano
kurandero,cebuano
suluwayón,hiligaynon
bali,cebuano
pagligid,tagalog
burong,cebuano
pugutan,tagalog
siamán,hiligaynon
panitan,cebuano
isalin,tagalog
kasumo,cebuano
open,ilocano
kasanlingan,tagalog
nagapakilimos,cebuano
yatyat,cebuano
tarapal,tagalog
magpahatinggabi,tagalog
básun,cebuano
pagpadyak,tagalog
karapatang mahirang (sa tungkulin),tagalog
rípa,hiligaynon
malitok,cebuano
kalantog,tagalog
"uksidyǐn, uksihína",cebuano
di-tatagusan,tagalog
malupit,tagalog
mangalat,tagalog
alambre,cebuano
ngumisngis,tagalog
erosyon,tagalog
lata,tagalog
walang-kinalaman,tagalog
katutubo,tagalog
kauplakan,tagalog
kápul,cebuano
palakpalak,cebuano
anak nga babaye,cebuano
tagahatol,tagalog
wala'y gamit,cebuano
epileptiko,tagalog
magbukod,tagalog
limbagan,tagalog
monghe,tagalog
umang,tagalog
matuod,cebuano
malaumon,cebuano
ritmo,cebuano
kanaghala,tagalog
halaman,tagalog
palapuri,tagalog
wa'y,cebuano
mabida,tagalog
selebrasyon,tagalog
ságad,cebuano
mechanic,ilocano
hugot,tagalog
buwis,tagalog
kalug,cebuano
walang hugis,tagalog
litmus,tagalog
sumiksik,tagalog
hangal-hangal,cebuano
pumentohan,tagalog
patilusin,tagalog
sirabó,hiligaynon
burlesk,tagalog
pakintabin,tagalog
tantan,cebuano
tigpanikas,cebuano
gikinahanglan,cebuano
timawa,cebuano
pagsusi,cebuano
pasambingay,cebuano
walang-armonia,tagalog
tub-us,cebuano
pagkaabay,cebuano
tuluyan,tagalog
style,ilocano
manlilimbag,tagalog
pulea,tagalog
bángas,cebuano
salabutan,cebuano
epidemic,ilocano
kantyaw,tagalog
súrib,hiligaynon
"prisidiyu, prisidiyum",cebuano
simintu,cebuano
pag-usik,cebuano
baslayánon,hiligaynon
dili sibilisado,cebuano
bágtol,hiligaynon
lúka,cebuano
ngalumata,tagalog
balidbid,cebuano
magtruck,tagalog
abeyance,ilocano
patawagin,tagalog
lotus,tagalog
tumiktak,tagalog
kalahatiin,tagalog
tindak,cebuano
magtapatan,tagalog
kumpirma,cebuano
abilay,cebuano
suffice,ilocano
paghahati-hati,tagalog
latagan,tagalog
abay,cebuano
hampin,cebuano
maliin,tagalog
pagtao,tagalog
yumaman,tagalog
tangdù,cebuano
sugid,tagalog
itakbo,tagalog
believe,ilocano
maramay,tagalog
grábi,cebuano
isdanlaringlaring,tagalog
kusog,cebuano
"bóka de páto, bokápáto, bóka y páto",hiligaynon
road,ilocano
matuklap,tagalog
pantuktok,tagalog
talupan,tagalog
kabalit-aran,cebuano
ulay,tagalog
hiwatig,tagalog
pakyas,cebuano
butáng-bútang,hiligaynon
pingot,tagalog
batasan,cebuano
crack,ilocano
minugna,cebuano
magpasuso,tagalog
mala,cebuano
manigaw,tagalog
haban,tagalog
ingit,cebuano
tupadtupad,cebuano
bless,ilocano
uupan,tagalog
ganting-salakay,tagalog
tagapangulo,tagalog
pirmi,cebuano
bagíing,hiligaynon
cable,ilocano
lakan,tagalog
ápug,cebuano
salingkápaw,cebuano
rayahan,tagalog
maliputon,cebuano
mamaypay,cebuano
umudlot,tagalog
ihap,cebuano
nagbabaga,tagalog
ngumawa,tagalog
magsingasing,tagalog
kasinghirap,tagalog
aretes,tagalog
lumamuray,tagalog
rekisisyunin,tagalog
patay ang katawan,tagalog
súng-ol,hiligaynon
retrospect,ilocano
kuntúdu,cebuano
yahóng-yáhong,hiligaynon
langgasan,tagalog
kamiserya,tagalog
hal-up,cebuano
haguran,tagalog
linsúwak,cebuano
dambungan,tagalog
sinugo,cebuano
Indian,tagalog
kasabayin,tagalog
ride,ilocano
diadtu,cebuano
tuyot,tagalog
kinahanglanon,cebuano
Banal na Kasulatan,tagalog
piko,tagalog
sagupsop,tagalog
pagkawalang-katarungan,tagalog
kibuin,tagalog
Rib.,cebuano
makasalamuha,tagalog
kanya-pistula,tagalog
maugna,cebuano
mag-ayuda,tagalog
útas,cebuano
magbithay,tagalog
úkut,hiligaynon
pabigatin,tagalog
pasada,tagalog
pambabalayag,tagalog
ipagreklamo,tagalog
hugút,hiligaynon
paghagit,cebuano
huyátid,cebuano
mapagtiis,tagalog
upan,tagalog
daug,cebuano
tuoran,cebuano
syirtu,cebuano
mahinay,cebuano
bueltá-buélta,hiligaynon
kulipláwir,cebuano
maghunos,tagalog
pansinin,tagalog
katamin,tagalog
kampon,tagalog
pagdarag,tagalog
kís,cebuano
"relóh, réloh",hiligaynon
Senakulo,tagalog
kababata,tagalog
magpatugtog,tagalog
manginain,tagalog
muru,cebuano
pukaw,cebuano
pang-usa'y asawa,cebuano
ihalas,cebuano
lumabi,tagalog
peudalismo,tagalog
masurot,tagalog
pagpamatigayon,cebuano
karga,cebuano
misalmot,cebuano
sugatin,tagalog
simput,cebuano
tagpis,cebuano
tagmuk,cebuano
